"district","indicator","gender","Unit","Date","Value"
"Ratnagiri","Field Labour","Female","","1994M8",40
"Ratnagiri","Field Labour","Female","","1994M9",40
"Ratnagiri","Field Labour","Female","","1994M10",30
"Ratnagiri","Field Labour","Female","","1994M11",30
"Ratnagiri","Field Labour","Female","","1994M12",30
"Ratnagiri","Field Labour","Female","","1995M1",35
"Ratnagiri","Field Labour","Female","","1995M2",35
"Ratnagiri","Field Labour","Female","","1995M3",30
"Ratnagiri","Field Labour","Female","","1995M4",30
"Ratnagiri","Field Labour","Female","","1995M5",30
"Ratnagiri","Field Labour","Female","","1995M6",30
"Ratnagiri","Carpenter","Male","","1973M7",12
"Ratnagiri","Carpenter","Male","","1973M8",12
"Ratnagiri","Carpenter","Male","","1973M9",12
"Ratnagiri","Carpenter","Male","","1974M1",12
"Ratnagiri","Carpenter","Male","","1974M4",12
"Ratnagiri","Carpenter","Male","","1974M5",12
"Ratnagiri","Carpenter","Male","","1974M12",12
"Ratnagiri","Carpenter","Male","","1975M3",12
"Ratnagiri","Carpenter","Male","","1975M4",12
"Ratnagiri","Carpenter","Male","","1975M6",12
"Ratnagiri","Carpenter","Male","","1977M7",12
"Ratnagiri","Carpenter","Male","","1978M4",12
"Ratnagiri","Carpenter","Male","","1978M5",12
"Ratnagiri","Carpenter","Male","","1978M6",12
"Ratnagiri","Carpenter","Male","","1978M7",12
"Ratnagiri","Carpenter","Male","","1979M12",12
"Ratnagiri","Carpenter","Male","","1980M1",12
"Ratnagiri","Carpenter","Male","","1989M5",30
"Ratnagiri","Carpenter","Male","","1989M6",32
"Ratnagiri","Carpenter","Male","","1989M8",35
"Ratnagiri","Carpenter","Male","","1989M9",32
"Ratnagiri","Carpenter","Male","","1989M10",32
"Ratnagiri","Carpenter","Male","","1989M11",35
"Ratnagiri","Carpenter","Male","","1989M12",35
"Ratnagiri","Carpenter","Male","","1990M1",35
"Ratnagiri","Carpenter","Male","","1990M2",40
"Ratnagiri","Carpenter","Male","","1990M3",35
"Ratnagiri","Carpenter","Male","","1990M4",35
"Ratnagiri","Carpenter","Male","","1990M5",35
"Ratnagiri","Carpenter","Male","","1990M6",35
"Ratnagiri","Carpenter","Male","","1990M7",40
"Ratnagiri","Carpenter","Male","","1990M8",40
"Ratnagiri","Carpenter","Male","","1990M9",35
"Ratnagiri","Carpenter","Male","","1990M10",35
"Ratnagiri","Carpenter","Male","","1990M11",35
"Ratnagiri","Carpenter","Male","","1990M12",60
"Ratnagiri","Carpenter","Male","","1991M4",60
"Ratnagiri","Carpenter","Male","","1991M5",60
"Ratnagiri","Carpenter","Male","","1991M6",60
"Ratnagiri","Carpenter","Male","","1991M7",60
"Ratnagiri","Carpenter","Male","","1991M8",60
"Ratnagiri","Carpenter","Male","","1991M9",60
"Ratnagiri","Carpenter","Male","","1991M10",60
"Ratnagiri","Carpenter","Male","","1991M11",60
"Ratnagiri","Carpenter","Male","","1991M12",60
"Ratnagiri","Carpenter","Male","","1992M1",60
"Ratnagiri","Carpenter","Male","","1992M2",60
"Ratnagiri","Carpenter","Male","","1992M3",60
"Ratnagiri","Carpenter","Male","","1992M4",60
"Ratnagiri","Carpenter","Male","","1992M5",60
"Ratnagiri","Carpenter","Male","","1992M6",60
"Ratnagiri","Carpenter","Male","","1992M7",60
"Ratnagiri","Carpenter","Male","","1992M8",60
"Ratnagiri","Carpenter","Male","","1992M9",60
"Ratnagiri","Carpenter","Male","","1992M10",60
"Ratnagiri","Carpenter","Male","","1992M11",60
"Ratnagiri","Carpenter","Male","","1992M12",60
"Ratnagiri","Carpenter","Male","","1993M1",60
"Ratnagiri","Carpenter","Male","","1993M2",60
"Ratnagiri","Carpenter","Male","","1993M3",60
"Ratnagiri","Carpenter","Male","","1993M4",60
"Ratnagiri","Carpenter","Male","","1993M5",60
"Ratnagiri","Carpenter","Male","","1993M6",70
"Ratnagiri","Carpenter","Male","","1993M7",40
"Ratnagiri","Carpenter","Male","","1993M8",70
"Ratnagiri","Carpenter","Male","","1993M9",70
"Ratnagiri","Carpenter","Male","","1993M11",80
"Ratnagiri","Carpenter","Male","","1993M12",80
"Ratnagiri","Carpenter","Male","","1994M1",80
"Ratnagiri","Carpenter","Male","","1994M2",80
"Ratnagiri","Carpenter","Male","","1994M3",80
"Ratnagiri","Carpenter","Male","","1994M4",80
"Ratnagiri","Carpenter","Male","","1994M5",80
"Ratnagiri","Carpenter","Male","","1994M6",80
"Nagpur","Field Labour","Male","","1973M7",4
"Nagpur","Field Labour","Male","","1973M8",4
"Nagpur","Field Labour","Male","","1973M9",4
"Nagpur","Field Labour","Male","","1973M10",4
"Nagpur","Field Labour","Male","","1973M11",4
"Nagpur","Field Labour","Male","","1973M12",4
"Nagpur","Field Labour","Male","","1974M1",4
"Nagpur","Field Labour","Male","","1974M3",4
"Nagpur","Field Labour","Male","","1974M4",4
"Nagpur","Field Labour","Male","","1974M5",4
"Nagpur","Field Labour","Male","","1974M6",4
"Nagpur","Field Labour","Male","","1974M7",4
"Nagpur","Field Labour","Male","","1974M8",4
"Nagpur","Field Labour","Male","","1974M9",4
"Nagpur","Field Labour","Male","","1974M10",4
"Nagpur","Field Labour","Male","","1974M11",4
"Nagpur","Field Labour","Male","","1974M12",4
"Nagpur","Field Labour","Male","","1975M1",4
"Nagpur","Field Labour","Male","","1975M2",4
"Nagpur","Field Labour","Male","","1975M3",4
"Nagpur","Field Labour","Male","","1975M5",4
"Nagpur","Field Labour","Male","","1975M6",4
"Nagpur","Field Labour","Male","","1975M7",4
"Nagpur","Field Labour","Male","","1975M9",4
"Nagpur","Field Labour","Male","","1975M10",4
"Nagpur","Field Labour","Male","","1975M11",4
"Nagpur","Field Labour","Male","","1976M1",3
"Nagpur","Field Labour","Male","","1976M2",3.5
"Nagpur","Field Labour","Male","","1976M3",4
"Nagpur","Field Labour","Male","","1976M4",4
"Nagpur","Field Labour","Male","","1976M5",4
"Nagpur","Field Labour","Male","","1976M6",5
"Nagpur","Field Labour","Male","","1976M7",4
"Nagpur","Field Labour","Male","","1976M8",4
"Nagpur","Field Labour","Male","","1976M9",3
"Nagpur","Field Labour","Male","","1976M10",4
"Nagpur","Field Labour","Male","","1976M11",4
"Nagpur","Field Labour","Male","","1976M12",4
"Nagpur","Field Labour","Male","","1977M1",4
"Nagpur","Field Labour","Male","","1977M2",4
"Nagpur","Field Labour","Male","","1977M4",4
"Nagpur","Field Labour","Male","","1977M5",4
"Nagpur","Field Labour","Male","","1977M6",4
"Nagpur","Field Labour","Male","","1977M7",4
"Nagpur","Field Labour","Male","","1977M8",4
"Nagpur","Field Labour","Male","","1977M9",4
"Nagpur","Field Labour","Male","","1977M10",4
"Nagpur","Field Labour","Male","","1978M2",4
"Nagpur","Field Labour","Male","","1978M3",4
"Nagpur","Field Labour","Male","","1978M4",5
"Nagpur","Field Labour","Male","","1978M5",4
"Nagpur","Field Labour","Male","","1978M6",4
"Nagpur","Field Labour","Male","","1978M7",5
"Nagpur","Field Labour","Male","","1978M10",5
"Nagpur","Field Labour","Male","","1978M11",5
"Nagpur","Field Labour","Male","","1978M12",4
"Nagpur","Field Labour","Male","","1979M1",4
"Nagpur","Field Labour","Male","","1979M2",4
"Nagpur","Field Labour","Male","","1979M3",5
"Nagpur","Field Labour","Male","","1979M4",4
"Nagpur","Field Labour","Male","","1979M5",5
"Nagpur","Field Labour","Male","","1979M6",5
"Nagpur","Field Labour","Male","","1979M7",5
"Nagpur","Field Labour","Male","","1979M8",4
"Nagpur","Field Labour","Male","","1979M9",4
"Nagpur","Field Labour","Male","","1979M10",5
"Nagpur","Field Labour","Male","","1979M11",5
"Nagpur","Field Labour","Male","","1979M12",5
"Nagpur","Field Labour","Male","","1980M1",5
"Nagpur","Field Labour","Male","","1980M2",5
"Nagpur","Field Labour","Male","","1980M3",5
"Nagpur","Field Labour","Male","","1980M4",5
"Nagpur","Field Labour","Male","","1980M5",5
"Nagpur","Field Labour","Male","","1980M6",5
"Nagpur","Field Labour","Male","","1980M7",5
"Nagpur","Field Labour","Male","","1980M8",4
"Nagpur","Field Labour","Male","","1980M9",5
"Nagpur","Field Labour","Male","","1980M10",4
"Nagpur","Field Labour","Male","","1980M12",5
"Nagpur","Field Labour","Male","","1981M1",5
"Nagpur","Field Labour","Male","","1981M2",5
"Nagpur","Field Labour","Male","","1981M3",5
"Nagpur","Field Labour","Male","","1981M4",5
"Nagpur","Field Labour","Male","","1981M5",5
"Nagpur","Field Labour","Male","","1981M6",6
"Nagpur","Field Labour","Male","","1981M7",6
"Nagpur","Field Labour","Male","","1981M8",6
"Nagpur","Field Labour","Male","","1981M9",6
"Nagpur","Field Labour","Male","","1981M10",6
"Nagpur","Field Labour","Male","","1981M11",8
"Nagpur","Field Labour","Male","","1981M12",8
"Nagpur","Field Labour","Male","","1982M1",6
"Nagpur","Field Labour","Male","","1982M2",6
"Nagpur","Field Labour","Male","","1982M3",6
"Nagpur","Field Labour","Male","","1982M4",6
"Nagpur","Field Labour","Male","","1982M5",6
"Nagpur","Field Labour","Male","","1982M6",8
"Nagpur","Field Labour","Male","","1982M7",8
"Nagpur","Field Labour","Male","","1982M8",8
"Nagpur","Field Labour","Male","","1982M9",8
"Nagpur","Field Labour","Male","","1982M10",6
"Nagpur","Field Labour","Male","","1982M11",8
"Nagpur","Field Labour","Male","","1982M12",8
"Nagpur","Field Labour","Male","","1983M1",8
"Nagpur","Field Labour","Male","","1983M2",6
"Nagpur","Field Labour","Male","","1983M3",6
"Nagpur","Field Labour","Male","","1983M4",6
"Nagpur","Field Labour","Male","","1983M5",8
"Nagpur","Field Labour","Male","","1983M6",10
"Nagpur","Field Labour","Male","","1983M7",10
"Nagpur","Field Labour","Male","","1983M9",8
"Nagpur","Field Labour","Male","","1983M10",8
"Nagpur","Field Labour","Male","","1983M11",8
"Nagpur","Field Labour","Male","","1983M12",8
"Nagpur","Field Labour","Male","","1984M1",8
"Nagpur","Field Labour","Male","","1984M2",8
"Nagpur","Field Labour","Male","","1984M3",10
"Nagpur","Field Labour","Male","","1984M4",10
"Nagpur","Field Labour","Male","","1984M5",10
"Nagpur","Field Labour","Male","","1984M6",10
"Nagpur","Field Labour","Male","","1984M7",10
"Nagpur","Field Labour","Male","","1985M6",12
"Nagpur","Field Labour","Male","","1985M7",12
"Nagpur","Field Labour","Male","","1985M8",12
"Nagpur","Field Labour","Male","","1985M9",12
"Nagpur","Field Labour","Male","","1985M10",15
"Nagpur","Field Labour","Male","","1985M11",15
"Nagpur","Field Labour","Male","","1985M12",15
"Nagpur","Field Labour","Male","","1986M1",15
"Nagpur","Field Labour","Male","","1986M2",15
"Nagpur","Field Labour","Male","","1986M3",15
"Nagpur","Field Labour","Male","","1986M5",15
"Nagpur","Field Labour","Male","","1986M7",15
"Nagpur","Field Labour","Male","","1986M8",15
"Nagpur","Field Labour","Male","","1986M10",15
"Nagpur","Field Labour","Male","","1986M12",15
"Nagpur","Field Labour","Male","","1987M1",15
"Nagpur","Field Labour","Male","","1987M2",15
"Nagpur","Field Labour","Male","","1987M3",15
"Nagpur","Field Labour","Male","","1987M7",10
"Nagpur","Field Labour","Male","","1987M8",10
"Nagpur","Field Labour","Male","","1987M9",10
"Nagpur","Field Labour","Male","","1987M10",10
"Nagpur","Field Labour","Male","","1987M11",10
"Nagpur","Field Labour","Male","","1987M12",10
"Nagpur","Field Labour","Male","","1988M1",10
"Nagpur","Field Labour","Male","","1988M2",10
"Nagpur","Field Labour","Male","","1988M3",10
"Nagpur","Field Labour","Male","","1988M4",10
"Nagpur","Field Labour","Male","","1988M5",10
"Nagpur","Field Labour","Male","","1988M6",10
"Nagpur","Field Labour","Male","","1988M7",10
"Nagpur","Field Labour","Male","","1988M8",10
"Nagpur","Field Labour","Male","","1988M9",10
"Nagpur","Field Labour","Male","","1988M10",10
"Nagpur","Field Labour","Male","","1988M11",10
"Nagpur","Field Labour","Male","","1988M12",10
"Nagpur","Field Labour","Male","","1989M1",10
"Nagpur","Field Labour","Male","","1989M2",15
"Nagpur","Field Labour","Male","","1989M3",15
"Nagpur","Field Labour","Male","","1989M4",15
"Nagpur","Field Labour","Male","","1989M5",15
"Nagpur","Field Labour","Male","","1989M6",15
"Nagpur","Field Labour","Male","","1989M7",15
"Nagpur","Field Labour","Male","","1989M8",15
"Nagpur","Field Labour","Male","","1989M9",15
"Nagpur","Field Labour","Male","","1989M10",15
"Nagpur","Field Labour","Male","","1989M11",15
"Nagpur","Field Labour","Male","","1989M12",15
"Nagpur","Field Labour","Male","","1990M1",15
"Nagpur","Field Labour","Male","","1990M2",15
"Nagpur","Field Labour","Male","","1990M3",15
"Nagpur","Field Labour","Male","","1990M4",15
"Nagpur","Field Labour","Male","","1990M5",15
"Nagpur","Field Labour","Male","","1990M6",15
"Nagpur","Field Labour","Male","","1990M7",15
"Nagpur","Field Labour","Male","","1990M8",15
"Nagpur","Field Labour","Male","","1990M9",20
"Nagpur","Field Labour","Male","","1990M10",20
"Nagpur","Field Labour","Male","","1990M11",20
"Nagpur","Field Labour","Male","","1990M12",20
"Nagpur","Field Labour","Male","","1991M1",20
"Nagpur","Field Labour","Male","","1991M2",20
"Nagpur","Field Labour","Male","","1991M7",25
"Nagpur","Field Labour","Male","","1991M8",25
"Nagpur","Field Labour","Male","","1991M9",30
"Nagpur","Field Labour","Male","","1991M10",30
"Nagpur","Field Labour","Male","","1991M11",30
"Nagpur","Field Labour","Male","","1991M12",30
"Nagpur","Field Labour","Male","","1992M1",30
"Nagpur","Field Labour","Male","","1992M2",30
"Nagpur","Field Labour","Male","","1992M3",30
"Nagpur","Field Labour","Male","","1992M4",30
"Nagpur","Field Labour","Male","","1992M5",30
"Nagpur","Field Labour","Male","","1992M6",30
"Nagpur","Field Labour","Male","","1992M7",30
"Nagpur","Field Labour","Male","","1992M8",30
"Nagpur","Field Labour","Male","","1992M9",30
"Nagpur","Field Labour","Male","","1992M10",30
"Nagpur","Field Labour","Male","","1992M11",30
"Nagpur","Field Labour","Male","","1992M12",30
"Nagpur","Field Labour","Male","","1993M1",30
"Nagpur","Field Labour","Male","","1993M2",30
"Nagpur","Field Labour","Male","","1993M3",30
"Nagpur","Field Labour","Male","","1993M4",30
"Nagpur","Field Labour","Male","","1993M5",30
"Nagpur","Field Labour","Male","","1993M6",30
"Nagpur","Field Labour","Male","","1993M7",30
"Nagpur","Field Labour","Male","","1993M8",30
"Nagpur","Field Labour","Male","","1993M9",30
"Nagpur","Field Labour","Male","","1993M10",30
"Nagpur","Field Labour","Male","","1993M11",35
"Nagpur","Field Labour","Male","","1993M12",30
"Nagpur","Field Labour","Male","","1994M1",30
"Nagpur","Field Labour","Male","","1994M2",30
"Nagpur","Field Labour","Male","","1994M3",25
"Nagpur","Field Labour","Male","","1994M4",25
"Nagpur","Field Labour","Male","","1994M5",25
"Nagpur","Field Labour","Male","","1994M6",25
"Nagpur","Field Labour","Male","","1994M7",40
"Nagpur","Field Labour","Male","","1994M8",35
"Nagpur","Field Labour","Male","","1994M9",35
"Nagpur","Field Labour","Male","","1994M10",45
"Nagpur","Field Labour","Male","","1994M11",40
"Nagpur","Field Labour","Male","","1994M12",40
"Nagpur","Field Labour","Male","","1995M1",40
"Nagpur","Field Labour","Male","","1995M2",40
"Nagpur","Field Labour","Male","","1995M3",40
"Nagpur","Field Labour","Male","","1995M4",35
"Nagpur","Field Labour","Male","","1995M5",35
"Nagpur","Field Labour","Male","","1995M6",35
"Nagpur","Field Labour","Female","","1973M7",2
"Nagpur","Field Labour","Female","","1973M8",2
"Nagpur","Field Labour","Female","","1973M9",2
"Nagpur","Field Labour","Female","","1973M10",2
"Nagpur","Field Labour","Female","","1973M11",2
"Nagpur","Field Labour","Female","","1973M12",2
"Nagpur","Field Labour","Female","","1974M1",2
"Nagpur","Field Labour","Female","","1974M3",2
"Nagpur","Field Labour","Female","","1974M4",2
"Nagpur","Field Labour","Female","","1974M5",2
"Nagpur","Field Labour","Female","","1974M6",2
"Nagpur","Field Labour","Female","","1974M7",2
"Nagpur","Field Labour","Female","","1974M8",2
"Nagpur","Field Labour","Female","","1974M9",2
"Nagpur","Field Labour","Female","","1974M10",2
"Nagpur","Field Labour","Female","","1974M11",2
"Nagpur","Field Labour","Female","","1974M12",2
"Nagpur","Field Labour","Female","","1975M1",2
"Nagpur","Field Labour","Female","","1975M2",2
"Nagpur","Field Labour","Female","","1975M3",2
"Nagpur","Field Labour","Female","","1975M5",2
"Nagpur","Field Labour","Female","","1975M6",2
"Nagpur","Field Labour","Female","","1975M7",2.5
"Nagpur","Field Labour","Female","","1975M9",2
"Nagpur","Field Labour","Female","","1975M10",2
"Nagpur","Field Labour","Female","","1975M11",2
"Nagpur","Field Labour","Female","","1976M1",1.5
"Nagpur","Field Labour","Female","","1976M2",1.5
"Nagpur","Field Labour","Female","","1976M3",2
"Nagpur","Field Labour","Female","","1976M4",2
"Nagpur","Field Labour","Female","","1976M5",2
"Nagpur","Field Labour","Female","","1976M6",2.5
"Nagpur","Field Labour","Female","","1976M7",1.5
"Nagpur","Field Labour","Female","","1976M8",1.25
"Nagpur","Field Labour","Female","","1976M9",1.5
"Nagpur","Field Labour","Female","","1976M10",1.5
"Nagpur","Field Labour","Female","","1976M11",3
"Nagpur","Field Labour","Female","","1976M12",1.5
"Nagpur","Field Labour","Female","","1977M1",1.5
"Nagpur","Field Labour","Female","","1977M2",1.5
"Nagpur","Field Labour","Female","","1977M4",2
"Nagpur","Field Labour","Female","","1977M5",2
"Nagpur","Field Labour","Female","","1977M6",2
"Nagpur","Field Labour","Female","","1977M7",2
"Nagpur","Field Labour","Female","","1977M8",2
"Nagpur","Field Labour","Female","","1977M9",2
"Nagpur","Field Labour","Female","","1977M10",2
"Nagpur","Field Labour","Female","","1978M2",2
"Nagpur","Field Labour","Female","","1978M3",2
"Nagpur","Field Labour","Female","","1978M4",2
"Nagpur","Field Labour","Female","","1978M5",2
"Nagpur","Field Labour","Female","","1978M6",2
"Nagpur","Field Labour","Female","","1978M7",2.5
"Nagpur","Field Labour","Female","","1978M10",3
"Nagpur","Field Labour","Female","","1978M11",3
"Nagpur","Field Labour","Female","","1978M12",2
"Nagpur","Field Labour","Female","","1979M1",2
"Nagpur","Field Labour","Female","","1979M2",2.5
"Nagpur","Field Labour","Female","","1979M3",2.5
"Nagpur","Field Labour","Female","","1979M4",2
"Nagpur","Field Labour","Female","","1979M5",2.5
"Nagpur","Field Labour","Female","","1979M6",3
"Nagpur","Field Labour","Female","","1979M7",3
"Nagpur","Field Labour","Female","","1979M8",2
"Nagpur","Field Labour","Female","","1979M9",2
"Nagpur","Field Labour","Female","","1979M10",2.5
"Nagpur","Field Labour","Female","","1979M11",3
"Nagpur","Field Labour","Female","","1979M12",2
"Nagpur","Field Labour","Female","","1980M1",2
"Nagpur","Field Labour","Female","","1980M2",2
"Nagpur","Field Labour","Female","","1980M3",2
"Nagpur","Field Labour","Female","","1980M4",3
"Nagpur","Field Labour","Female","","1980M5",2
"Nagpur","Field Labour","Female","","1980M6",3
"Nagpur","Field Labour","Female","","1980M7",2.5
"Nagpur","Field Labour","Female","","1980M8",2.5
"Nagpur","Field Labour","Female","","1980M9",2
"Nagpur","Field Labour","Female","","1980M10",2
"Nagpur","Field Labour","Female","","1980M12",2.5
"Nagpur","Field Labour","Female","","1981M1",2.5
"Nagpur","Field Labour","Female","","1981M2",2.5
"Nagpur","Field Labour","Female","","1981M3",2.5
"Nagpur","Field Labour","Female","","1981M4",2.5
"Nagpur","Field Labour","Female","","1981M5",3
"Nagpur","Field Labour","Female","","1981M6",3
"Nagpur","Field Labour","Female","","1981M7",4
"Nagpur","Field Labour","Female","","1981M8",3
"Nagpur","Field Labour","Female","","1981M9",3
"Nagpur","Field Labour","Female","","1981M10",3
"Nagpur","Field Labour","Female","","1981M11",5
"Nagpur","Field Labour","Female","","1981M12",5
"Nagpur","Field Labour","Female","","1982M1",4
"Nagpur","Field Labour","Female","","1982M2",4
"Nagpur","Field Labour","Female","","1982M3",4
"Nagpur","Field Labour","Female","","1982M4",4
"Nagpur","Field Labour","Female","","1982M5",4
"Nagpur","Field Labour","Female","","1982M6",5
"Nagpur","Field Labour","Female","","1982M7",5
"Nagpur","Field Labour","Female","","1982M8",5
"Nagpur","Field Labour","Female","","1982M9",5
"Nagpur","Field Labour","Female","","1982M10",3
"Nagpur","Field Labour","Female","","1982M11",5
"Nagpur","Field Labour","Female","","1982M12",5
"Nagpur","Field Labour","Female","","1983M1",5
"Nagpur","Field Labour","Female","","1983M2",5
"Nagpur","Field Labour","Female","","1983M3",5
"Nagpur","Field Labour","Female","","1983M4",5
"Nagpur","Field Labour","Female","","1983M5",4
"Nagpur","Field Labour","Female","","1983M6",6
"Nagpur","Field Labour","Female","","1983M7",6
"Nagpur","Field Labour","Female","","1983M9",5
"Nagpur","Field Labour","Female","","1983M10",5
"Nagpur","Field Labour","Female","","1983M11",5
"Nagpur","Field Labour","Female","","1983M12",5
"Nagpur","Field Labour","Female","","1984M1",5
"Nagpur","Field Labour","Female","","1984M2",5
"Nagpur","Field Labour","Female","","1984M3",6
"Nagpur","Field Labour","Female","","1984M4",6
"Nagpur","Field Labour","Female","","1984M5",6
"Nagpur","Field Labour","Female","","1984M6",6
"Nagpur","Field Labour","Female","","1984M7",6
"Nagpur","Field Labour","Female","","1985M6",6
"Nagpur","Field Labour","Female","","1985M7",8
"Nagpur","Field Labour","Female","","1985M8",8
"Nagpur","Field Labour","Female","","1985M9",8
"Nagpur","Field Labour","Female","","1985M10",9
"Nagpur","Field Labour","Female","","1985M11",9
"Nagpur","Field Labour","Female","","1985M12",9
"Nagpur","Field Labour","Female","","1986M1",9
"Nagpur","Field Labour","Female","","1986M2",9
"Nagpur","Field Labour","Female","","1986M3",9
"Nagpur","Field Labour","Female","","1986M5",9
"Nagpur","Field Labour","Female","","1986M7",10
"Nagpur","Field Labour","Female","","1986M8",10
"Nagpur","Field Labour","Female","","1986M10",10
"Nagpur","Field Labour","Female","","1986M12",10
"Nagpur","Field Labour","Female","","1987M1",10
"Nagpur","Field Labour","Female","","1987M2",10
"Nagpur","Field Labour","Female","","1987M3",10
"Nagpur","Field Labour","Female","","1987M7",5
"Nagpur","Field Labour","Female","","1987M8",5
"Nagpur","Field Labour","Female","","1987M9",5
"Nagpur","Field Labour","Female","","1987M10",5
"Nagpur","Field Labour","Female","","1987M11",5
"Nagpur","Field Labour","Female","","1987M12",5
"Nagpur","Field Labour","Female","","1988M1",5
"Nagpur","Field Labour","Female","","1988M2",5
"Nagpur","Field Labour","Female","","1988M3",5
"Nagpur","Field Labour","Female","","1988M4",5
"Nagpur","Field Labour","Female","","1988M5",5
"Nagpur","Field Labour","Female","","1988M6",5
"Nagpur","Field Labour","Female","","1988M7",6
"Nagpur","Field Labour","Female","","1988M8",6
"Nagpur","Field Labour","Female","","1988M9",6
"Nagpur","Field Labour","Female","","1988M10",6
"Nagpur","Field Labour","Female","","1988M11",6
"Nagpur","Field Labour","Female","","1988M12",6
"Nagpur","Field Labour","Female","","1989M1",6
"Nagpur","Field Labour","Female","","1989M2",8
"Nagpur","Field Labour","Female","","1989M3",8
"Nagpur","Field Labour","Female","","1989M4",8
"Nagpur","Field Labour","Female","","1989M5",10
"Nagpur","Field Labour","Female","","1989M6",10
"Nagpur","Field Labour","Female","","1989M7",8
"Nagpur","Field Labour","Female","","1989M8",8
"Nagpur","Field Labour","Female","","1989M9",8
"Nagpur","Field Labour","Female","","1989M10",8
"Nagpur","Field Labour","Female","","1989M11",8
"Nagpur","Field Labour","Female","","1989M12",10
"Nagpur","Field Labour","Female","","1990M1",10
"Nagpur","Field Labour","Female","","1990M2",10
"Nagpur","Field Labour","Female","","1990M3",10
"Nagpur","Field Labour","Female","","1990M4",10
"Nagpur","Field Labour","Female","","1990M5",10
"Nagpur","Field Labour","Female","","1990M6",10
"Nagpur","Field Labour","Female","","1990M7",10
"Nagpur","Field Labour","Female","","1990M8",10
"Nagpur","Field Labour","Female","","1990M9",10
"Nagpur","Field Labour","Female","","1990M10",10
"Nagpur","Field Labour","Female","","1990M11",10
"Nagpur","Field Labour","Female","","1990M12",10
"Nagpur","Field Labour","Female","","1991M1",10
"Nagpur","Field Labour","Female","","1991M2",10
"Nagpur","Field Labour","Female","","1991M7",17
"Nagpur","Field Labour","Female","","1991M8",16
"Nagpur","Field Labour","Female","","1991M9",20
"Nagpur","Field Labour","Female","","1991M10",20
"Nagpur","Field Labour","Female","","1991M11",20
"Nagpur","Field Labour","Female","","1991M12",20
"Nagpur","Field Labour","Female","","1992M1",20
"Nagpur","Field Labour","Female","","1992M2",20
"Nagpur","Field Labour","Female","","1992M3",20
"Nagpur","Field Labour","Female","","1992M4",20
"Nagpur","Field Labour","Female","","1992M5",20
"Nagpur","Field Labour","Female","","1992M6",20
"Nagpur","Field Labour","Female","","1992M7",25
"Nagpur","Field Labour","Female","","1992M8",25
"Nagpur","Field Labour","Female","","1992M9",25
"Nagpur","Field Labour","Female","","1992M10",25
"Nagpur","Field Labour","Female","","1992M11",25
"Nagpur","Field Labour","Female","","1992M12",25
"Nagpur","Field Labour","Female","","1993M1",25
"Nagpur","Field Labour","Female","","1993M2",25
"Nagpur","Field Labour","Female","","1993M3",25
"Nagpur","Field Labour","Female","","1993M4",25
"Nagpur","Field Labour","Female","","1993M5",25
"Nagpur","Field Labour","Female","","1993M6",25
"Nagpur","Field Labour","Female","","1993M7",25
"Nagpur","Field Labour","Female","","1993M8",25
"Nagpur","Field Labour","Female","","1993M9",20
"Nagpur","Field Labour","Female","","1993M10",20
"Nagpur","Field Labour","Female","","1993M11",20
"Nagpur","Field Labour","Female","","1993M12",20
"Nagpur","Field Labour","Female","","1994M1",20
"Nagpur","Field Labour","Female","","1994M2",20
"Nagpur","Field Labour","Female","","1994M3",20
"Nagpur","Field Labour","Female","","1994M4",20
"Nagpur","Field Labour","Female","","1994M5",20
"Nagpur","Field Labour","Female","","1994M6",20
"Nagpur","Field Labour","Female","","1994M7",25
"Nagpur","Field Labour","Female","","1994M8",20
"Nagpur","Field Labour","Female","","1994M9",30
"Nagpur","Field Labour","Female","","1994M10",35
"Nagpur","Field Labour","Female","","1994M11",35
"Nagpur","Field Labour","Female","","1994M12",35
"Nagpur","Field Labour","Female","","1995M1",35
"Nagpur","Field Labour","Female","","1995M2",35
"Nagpur","Field Labour","Female","","1995M3",35
"Nagpur","Field Labour","Female","","1995M4",30
"Nagpur","Field Labour","Female","","1995M5",30
"Nagpur","Field Labour","Female","","1995M6",30
"Nagpur","Carpenter","Male","","1973M7",6
"Nagpur","Carpenter","Male","","1973M8",6
"Nagpur","Carpenter","Male","","1973M9",6
"Nagpur","Carpenter","Male","","1973M10",6
"Nagpur","Carpenter","Male","","1973M11",6
"Nagpur","Carpenter","Male","","1973M12",6
"Nagpur","Carpenter","Male","","1974M1",6
"Nagpur","Carpenter","Male","","1974M3",8
"Nagpur","Carpenter","Male","","1974M4",8
"Nagpur","Carpenter","Male","","1974M5",8
"Nagpur","Carpenter","Male","","1974M6",8
"Nagpur","Carpenter","Male","","1974M7",8
"Nagpur","Carpenter","Male","","1974M8",8
"Nagpur","Carpenter","Male","","1974M9",8
"Nagpur","Carpenter","Male","","1974M10",8
"Nagpur","Carpenter","Male","","1974M11",8
"Nagpur","Carpenter","Male","","1974M12",8
"Nagpur","Carpenter","Male","","1975M1",8
"Nagpur","Carpenter","Male","","1975M2",8
"Nagpur","Carpenter","Male","","1975M3",8
"Nagpur","Carpenter","Male","","1975M5",8
"Nagpur","Carpenter","Male","","1975M6",9
"Nagpur","Carpenter","Male","","1975M7",10
"Nagpur","Carpenter","Male","","1975M9",10
"Nagpur","Carpenter","Male","","1975M10",12
"Nagpur","Carpenter","Male","","1975M11",10
